Elapsed Time,Heart Rate PulseOx1,PPG PulseOx1,SpO2 PulseOx1,BioRadio Event,
00:00:00,80,76.8200225830078,97,0,
00:00:00.004,80,76.8200225830078,97,0,
00:00:00.008,80,76.7418899536133,97,0,
00:00:00.012,80,76.7418899536133,97,0,
00:00:00.016,80,76.7418899536133,97,0,
00:00:00.02,80,76.7418899536133,97,0,
00:00:00.024,80,76.6662063598633,97,0,
00:00:00.028,80,76.6662063598633,97,0,
00:00:00.032,80,76.6662063598633,97,0,
00:00:00.036,80,76.5831985473633,97,0,
00:00:00.04,80,76.5831985473633,97,0,
00:00:00.044,80,76.5831985473633,97,0,
00:00:00.048,80,76.5099563598633,97,0,
00:00:00.052,80,76.5099563598633,97,0,
00:00:00.056,80,76.5099563598633,97,0,
00:00:00.06,80,76.5099563598633,97,0,
00:00:00.064,80,76.4782180786133,97,0,
00:00:00.068,80,76.4782180786133,97,0,
00:00:00.072,80,76.4782180786133,97,0,
00:00:00.076,80,76.5612258911133,97,0,
00:00:00.08,80,76.5612258911133,97,0,
00:00:00.084,80,76.5612258911133,97,0,
00:00:00.088,80,76.8590850830078,97,0,
00:00:00.092,80,76.8590850830078,97,0,
00:00:00.096,80,76.8590850830078,97,0,
00:00:00.1,80,76.8590850830078,97,0,
00:00:00.104,80,77.4572372436523,97,0,
00:00:00.108,80,77.4572372436523,97,0,
00:00:00.112,80,77.4572372436523,97,0,
00:00:00.116,80,78.3825454711914,97,0,
00:00:00.12,80,78.3825454711914,97,0,
00:00:00.124,80,78.3825454711914,97,0,
00:00:00.128,80,79.5788497924805,97,0,
00:00:00.132,80,79.5788497924805,97,0,
00:00:00.136,80,79.5788497924805,97,0,
00:00:00.14,80,79.5788497924805,97,0,
00:00:00.144,80,80.9240875244141,97,0,
00:00:00.148,80,80.9240875244141,97,0,
00:00:00.152,80,80.9240875244141,97,0,
00:00:00.156,80,82.2449035644531,97,0,
00:00:00.16,80,82.2449035644531,97,0,
00:00:00.164,80,82.2449035644531,97,0,
00:00:00.168,80,83.3777389526367,97,0,
00:00:00.172,80,83.3777389526367,97,0,
00:00:00.176,80,83.3777389526367,97,0,
00:00:00.18,80,83.3777389526367,97,0,
00:00:00.184,80,84.2151489257813,97,0,
00:00:00.188,80,84.2151489257813,97,0,
00:00:00.192,80,84.2151489257813,97,0,
00:00:00.196,80,84.7132034301758,97,0,
00:00:00.2,80,84.7132034301758,97,0,
00:00:00.204,80,84.7132034301758,97,0,
00:00:00.208,80,84.7132034301758,97,0,
00:00:00.212,80,84.8841094970703,97,0,
00:00:00.216,80,84.8841094970703,97,0,
00:00:00.22,80,84.8841094970703,97,0,
00:00:00.224,80,84.7644805908203,97,0,
00:00:00.228,80,84.7644805908203,97,0,
00:00:00.232,80,84.7644805908203,97,0,
00:00:00.236,80,84.4226760864258,97,0,
00:00:00.24,80,84.4226760864258,97,0,
00:00:00.244,80,84.4226760864258,97,0,
00:00:00.248,80,84.4226760864258,97,0,
00:00:00.252,80,83.9270629882813,97,0,
00:00:00.256,80,83.9270629882813,97,0,
00:00:00.26,80,83.9270629882813,97,0,
00:00:00.264,80,83.3411178588867,97,0,
00:00:00.268,80,83.3411178588867,97,0,
00:00:00.272,80,83.3411178588867,97,0,
00:00:00.276,80,82.7063369750977,97,0,
00:00:00.28,80,82.7063369750977,97,0,
00:00:00.284,80,82.7063369750977,97,0,
00:00:00.288,80,82.7063369750977,97,0,
00:00:00.292,80,82.0691223144531,97,0,
00:00:00.296,80,82.0691223144531,97,0,
00:00:00.3,80,82.0691223144531,97,0,
00:00:00.304,80,81.4612045288086,97,0,
00:00:00.308,80,81.4612045288086,97,0,
00:00:00.312,80,81.4612045288086,97,0,
00:00:00.316,81,80.9192047119141,97,0,
00:00:00.32,81,80.9192047119141,97,0,
00:00:00.324,81,80.9192047119141,97,0,
00:00:00.328,81,80.4626541137695,97,0,
00:00:00.332,81,80.4626541137695,97,0,
00:00:00.336,81,80.4626541137695,97,0,
00:00:00.34,81,80.4626541137695,97,0,
00:00:00.344,81,80.113525390625,97,0,
00:00:00.348,81,80.113525390625,97,0,
00:00:00.352,81,80.113525390625,97,0,
00:00:00.356,81,79.879150390625,97,0,
00:00:00.36,81,79.879150390625,97,0,
00:00:00.364,81,79.879150390625,97,0,
00:00:00.368,81,79.879150390625,97,0,
00:00:00.372,81,79.761962890625,97,0,
00:00:00.376,81,79.761962890625,97,0,
00:00:00.38,81,79.761962890625,97,0,
00:00:00.384,81,79.7424240112305,97,0,
00:00:00.388,81,79.7424240112305,97,0,
00:00:00.392,81,79.7424240112305,97,0,
00:00:00.396,81,79.788818359375,97,0,
00:00:00.4,81,79.788818359375,97,0,
00:00:00.404,81,79.788818359375,97,0,
00:00:00.408,81,79.874267578125,97,0,
00:00:00.412,81,79.874267578125,97,0,
00:00:00.416,81,79.874267578125,97,0,
00:00:00.42,81,79.874267578125,97,0,
00:00:00.424,81,79.962158203125,97,0,
00:00:00.428,81,79.962158203125,97,0,
00:00:00.432,81,79.962158203125,97,0,
00:00:00.436,81,80.018310546875,97,0,
00:00:00.44,81,80.018310546875,97,0,
00:00:00.444,81,80.018310546875,97,0,
00:00:00.448,81,80.023193359375,97,0,
00:00:00.452,81,80.023193359375,97,0,
00:00:00.456,81,80.023193359375,97,0,
00:00:00.46,81,80.023193359375,97,0,
00:00:00.464,81,79.976806640625,97,0,
00:00:00.468,81,79.976806640625,97,0,
00:00:00.472,81,79.976806640625,97,0,
00:00:00.476,81,79.879150390625,97,0,
00:00:00.48,81,79.879150390625,97,0,
00:00:00.484,81,79.879150390625,97,0,
00:00:00.488,81,79.7375411987305,97,0,
00:00:00.492,81,79.7375411987305,97,0,
00:00:00.496,81,79.7375411987305,97,0,
00:00:00.5,81,79.7375411987305,97,0,
00:00:00.504,81,79.5666427612305,97,0,
00:00:00.508,81,79.5666427612305,97,0,
00:00:00.512,81,79.5666427612305,97,0,
00:00:00.516,81,79.3737716674805,97,0,
00:00:00.52,81,79.3737716674805,97,0,
00:00:00.524,81,79.3737716674805,97,0,
00:00:00.528,81,79.1760101318359,97,0,
00:00:00.532,81,79.1760101318359,97,0,
00:00:00.536,81,79.1760101318359,97,0,
00:00:00.54,81,79.1760101318359,97,0,
00:00:00.544,81,78.9782562255859,97,0,
00:00:00.548,81,78.9782562255859,97,0,
00:00:00.552,81,78.9782562255859,97,0,
00:00:00.556,81,78.7805023193359,97,0,
00:00:00.56,81,78.7805023193359,97,0,
00:00:00.564,81,78.7805023193359,97,0,
00:00:00.568,81,78.7805023193359,97,0,
00:00:00.572,81,78.5900650024414,97,0,
00:00:00.576,81,78.5900650024414,97,0,
00:00:00.58,81,78.5900650024414,97,0,
00:00:00.584,81,78.4069595336914,97,0,
00:00:00.588,81,78.4069595336914,97,0,
00:00:00.592,81,78.4069595336914,97,0,
00:00:00.596,81,78.2287292480469,97,0,
00:00:00.6,81,78.2287292480469,97,0,
00:00:00.604,81,78.2287292480469,97,0,
00:00:00.608,81,78.0627136230469,97,0,
00:00:00.612,81,78.0627136230469,97,0,
00:00:00.616,81,78.0627136230469,97,0,
00:00:00.62,81,78.0627136230469,97,0,
00:00:00.624,81,77.9113464355469,97,0,
00:00:00.628,81,77.9113464355469,97,0,
00:00:00.632,81,77.9113464355469,97,0,
00:00:00.636,81,77.7819519042969,97,0,
00:00:00.64,81,77.7819519042969,97,0,
00:00:00.644,81,77.7819519042969,97,0,
