"Elapsed.Time","Heart.Rate.PulseOx1","PPG.PulseOx1","SpO2.PulseOx1","BioRadio.Event","X","ID","undetrended"
"00:00:01.156",67,89.9354553222656,96,0,NA,87,90.4256143569946
"00:00:01.172",67,90.3187637329102,96,0,NA,88,91.11940574646
"00:00:01.184",67,90.2577285766602,96,0,NA,89,91.3808319568634
"00:00:01.196",67,89.8377990722656,96,0,NA,90,91.2814564704895
"00:00:01.212",67,89.1541900634766,96,0,NA,91,90.9052786827088
"00:00:01.224",67,88.299690246582,96,0,NA,92,90.3368473052978
"00:00:01.236",67,87.354850769043,96,0,NA,93,89.6513731479645
"00:00:01.252",67,86.3733901977539,96,0,NA,94,88.899751663208
"00:00:01.264",67,85.3846054077148,96,0,NA,95,88.1101353168487
"00:00:01.276",67,84.4202346801758,96,0,NA,96,87.3140335083008
"00:00:01.292",67,83.4998092651367,96,0,NA,97,86.5317404270172
"00:00:01.304",67,82.6648330688477,96,0,NA,98,85.8061332702637
"00:00:01.316",67,81.9543762207031,96,0,NA,99,85.1789524555206
"00:00:01.332",67,81.4074935913086,96,0,NA,100,84.6931440830231
"00:00:01.344",67,81.0461578369141,96,0,NA,101,84.375792503357
"00:00:01.356",67,80.8728179931641,96,0,NA,102,84.2351450920105
"00:00:01.372",67,80.8557281494141,96,0,NA,103,84.2453308105469
"00:00:01.384",67,80.9558258056641,96,0,NA,104,84.3721699714661
"00:00:01.396",67,81.1169586181641,96,0,NA,105,84.5631723403931
"00:00:01.412",67,81.2854232788086,96,0,NA,106,84.7665419578552
"00:00:01.424",67,81.4099349975586,96,0,NA,107,84.931223154068
"00:00:01.436",67,81.4563217163086,96,0,NA,108,85.0216703414917
"00:00:01.452",67,81.4026107788086,96,0,NA,109,85.0134694576263
"00:00:01.464",67,81.2487945556641,96,0,NA,110,84.9034848213196
"00:00:01.476",67,81.0022125244141,96,0,NA,111,84.6959276199341
"00:00:01.492",67,80.6799392700195,96,0,NA,112,84.4049735069275
"00:00:01.504",67,80.3064041137695,96,0,NA,113,84.0526864528656
"00:00:01.516",67,79.906005859375,96,0,NA,114,83.6618633270264
"00:00:01.532",66,79.4934005737305,96,0,NA,115,83.2463207244873
"00:00:01.544",66,79.0832366943359,96,0,NA,116,82.8203256130218
"00:00:01.556",66,78.6950454711914,96,0,NA,117,82.4034855365753
"00:00:01.572",66,78.3288345336914,96,0,NA,118,81.99649477005
"00:00:01.584",66,77.9967956542969,96,0,NA,119,81.6122319698334
"00:00:01.596",66,77.7013778686523,96,0,NA,120,81.2542140483856
"00:00:01.612",66,77.4425888061523,96,0,NA,121,80.923593044281
"00:00:01.624",66,77.2228546142578,96,0,NA,122,80.6239397525787
"00:00:01.636",66,77.0397491455078,96,0,NA,123,80.3540484905243
"00:00:01.652",66,76.8908233642578,96,0,NA,124,80.1126148700714
"00:00:01.664",66,76.7663116455078,96,0,NA,125,79.8909413814545
"00:00:01.676",66,76.6564407348633,96,0,NA,126,79.6800177097321
"00:00:01.692",66,76.5612258911133,96,0,NA,127,79.4803166389465
"00:00:01.704",66,76.4806594848633,96,0,NA,128,79.2922885417938
"00:00:01.716",66,76.4147415161133,96,0,NA,129,79.1163911819458
"00:00:01.732",66,76.3610305786133,96,0,NA,130,78.9506409168244
"00:00:01.744",66,76.3244094848633,96,0,NA,131,78.800302028656
"00:00:01.756",66,76.3024368286133,96,0,NA,132,78.663467168808
"00:00:01.772",66,76.2853469848633,96,0,NA,133,78.5308284759522
"00:00:01.784",66,76.2706985473633,96,0,NA,134,78.4000971317291
"00:00:01.796",66,76.2462768554688,96,0,NA,135,78.2591347694398
"00:00:01.812",66,76.2096557617188,96,0,NA,136,78.1052098274232
"00:00:01.824",66,76.1657104492188,96,0,NA,137,77.9428162574769
"00:00:01.836",66,76.1412963867188,96,0,NA,138,77.7985806465149
"00:00:01.852",66,76.2023315429688,96,0,NA,139,77.7390313148499
"00:00:01.864",66,76.4635696411133,96,0,NA,140,77.8815922737122
"00:00:01.876",66,77.0470733642578,96,0,NA,141,78.3545825481415
"00:00:01.892",66,78.0505065917969,96,0,NA,142,79.2657368183136
"00:00:01.904",66,79.4909591674805,96,0,NA,143,80.6452677249909
"00:00:01.916",66,81.2878646850586,96,0,NA,144,82.4262657165527
"00:00:01.932",66,83.2776412963867,96,0,NA,145,84.4562880992889
"00:00:01.944",66,85.2356719970703,96,0,NA,146,86.5167450904846
"00:00:01.956",66,86.9495697021484,96,0,NA,147,88.3942575454711
"00:00:01.972",66,88.263069152832,96,0,NA,148,89.9249310493469
"00:00:01.984",66,89.0931549072266,96,0,NA,149,91.0132377147675
"00:00:01.996",66,89.4349594116211,96,0,NA,150,91.6392033100128
"00:00:02.012",66,89.3348617553711,96,0,NA,151,91.833948135376
"00:00:02.024",66,88.8783111572266,96,0,NA,152,91.6691119670868
"00:00:02.036",66,88.1605224609375,96,0,NA,153,91.2287704944611
"00:00:02.052",66,87.284049987793,96,0,NA,154,90.6073143482209
"00:00:02.064",66,86.3147964477539,96,0,NA,155,89.8656873703003
"00:00:02.076",66,85.3113632202148,96,0,NA,156,89.0595915317535
"00:00:02.092",66,84.3103713989258,96,0,NA,157,88.2245798110962
"00:00:02.104",66,83.3435592651367,96,0,NA,158,87.3924667835235
"00:00:02.116",66,82.4426651000977,96,0,NA,159,86.5960588455201
"00:00:02.132",66,81.6516342163086,96,0,NA,160,85.881361246109
"00:00:02.144",66,81.0070953369141,96,0,NA,161,85.2884359359742
"00:00:02.156",66,80.5407791137695,96,0,NA,162,84.8535914421081
"00:00:02.172",66,80.2697830200195,96,0,NA,163,84.5994946956634
"00:00:02.184",66,80.181884765625,96,0,NA,164,84.5200271606445
"00:00:02.196",67,80.235595703125,96,0,NA,165,84.5794219970703
"00:00:02.212",67,80.3845291137695,96,0,NA,166,84.7357177734375
"00:00:02.224",67,80.5749588012695,96,0,NA,167,84.9381639957428
"00:00:02.236",67,80.7482986450195,96,0,NA,168,85.1294713020324
"00:00:02.252",67,80.8606109619141,96,0,NA,169,85.2651679515839
"00:00:02.264",67,80.8850250244141,96,0,NA,170,85.3164761066437
"00:00:02.276",67,80.8093414306641,96,0,NA,171,85.2684495449067
"00:00:02.292",67,80.6286697387695,96,0,NA,172,85.1130697727203
"00:00:02.304",67,80.3601150512695,96,0,NA,173,84.8641610145569
"00:00:02.316",67,80.025634765625,96,0,NA,174,84.5409343242645
"00:00:02.332",67,79.6496505737305,96,0,NA,175,84.1657512187958
"00:00:02.344",67,79.2492523193359,96,0,NA,176,83.7544045448303
"00:00:02.356",67,78.8513031005859,96,0,NA,177,83.3329944610595
"00:00:02.372",67,78.4655532836914,96,0,NA,178,82.9113478660583
"00:00:02.384",67,78.0993347167969,96,0,NA,179,82.4971778392792
"00:00:02.396",67,77.7648620605469,96,0,NA,180,82.1033093929291
"00:00:02.412",67,77.4621200561523,96,0,NA,181,81.7307193279266
"00:00:02.424",67,77.1959991455078,96,0,NA,182,81.3852896690369
"00:00:02.436",67,76.9616241455078,96,0,NA,183,81.063289642334
"00:00:02.452",67,76.7541046142578,96,0,NA,184,80.7608208656311
"00:00:02.464",67,76.5783157348633,96,0,NA,185,80.4835977554321
"00:00:02.476",67,76.4293899536133,96,0,NA,186,80.2277443408966
"00:00:02.492",67,76.2999954223633,96,0,NA,187,79.986768245697
"00:00:02.504",67,76.1901245117188,96,0,NA,188,79.7612721920014
"00:00:02.516",67,76.0949096679688,96,0,NA,189,79.5469987392426
"00:00:02.532",67,76.0094604492188,96,0,NA,190,79.3395154476166
"00:00:02.544",67,75.9264526367188,96,0,NA,191,79.1318032741547
"00:00:02.556",67,75.8458862304688,96,0,NA,192,78.9239385128022
"00:00:02.572",67,75.7750854492188,96,0,NA,193,78.7233216762543
"00:00:02.584",67,75.7091598510742,96,0,NA,194,78.5253674983978
"00:00:02.596",67,75.6456832885742,96,0,NA,195,78.3278021812439
"00:00:02.612",67,75.5846481323242,96,0,NA,196,78.1306946277618
"00:00:02.624",67,75.5260543823242,96,0,NA,197,77.934121131897
"00:00:02.636",67,75.4991989135742,96,0,NA,198,77.7674548625946
"00:00:02.652",67,75.5626754760742,96,0,NA,199,77.6902813911438
"00:00:02.664",67,75.8312377929688,96,0,NA,200,77.8201773166657
"00:00:02.676",67,76.4123001098633,96,0,NA,201,78.2709658145905
"00:00:02.692",67,77.3962020874023,96,0,NA,202,79.1427521705627
"00:00:02.704",67,78.7829437255859,96,0,NA,203,80.4481251239776
"00:00:02.716",67,80.4821853637695,96,0,NA,204,82.1093337535858
"00:00:02.732",67,82.3303604125977,96,0,NA,205,83.9725770950318
"00:00:02.744",67,84.1150512695313,96,0,NA,206,85.8300917148591
"00:00:02.756",67,85.6409530639648,96,0,NA,207,87.4845888614654
"00:00:02.772",67,86.7762298583984,96,0,NA,208,88.7961454391479
"00:00:02.784",67,87.450065612793,96,0,NA,209,89.6817383766175
"00:00:02.796",67,87.667350769043,96,0,NA,210,90.1318380832672
"00:00:02.812",67,87.484245300293,96,0,NA,211,90.1883373260498
"00:00:02.824",67,86.9788665771484,96,0,NA,212,89.9168412685394
"00:00:02.836",67,86.2439880371094,96,0,NA,213,89.4000523090363
"00:00:02.852",67,85.3650741577148,96,0,NA,214,88.7162630558013
"00:00:02.864",68,84.4080276489258,97,0,NA,215,87.9268751144409
"00:00:02.876",68,83.4241256713867,97,0,NA,216,87.0807240009308
"00:00:02.892",68,82.4475479125977,97,0,NA,217,86.2111501693726
"00:00:02.904",68,81.5246810913086,97,0,NA,218,85.3647692203522
"00:00:02.916",68,80.6921463012695,97,0,NA,219,84.5798807144165
"00:00:02.932",68,79.998779296875,97,0,NA,220,83.9081432819366
"00:00:02.944",68,79.4836349487305,97,0,NA,221,83.3929607868195
"00:00:02.956",68,79.1735687255859,97,0,NA,222,83.0667581558227
"00:00:02.972",68,79.0563812255859,97,0,NA,223,82.9237446784973
"00:00:02.984",68,79.1149749755859,97,0,NA,224,82.9528503417968
"00:00:02.996",68,79.2932052612305,97,0,NA,225,83.1034235954285
"00:00:03.012",68,79.5349044799805,97,0,NA,226,83.3230354785919
"00:00:03.024",68,79.781494140625,97,0,NA,227,83.5550909042358
"00:00:03.036",68,79.984130859375,97,0,NA,228,83.7508993148804
"00:00:03.052",68,80.098876953125,97,0,NA,229,83.8651494979858
"00:00:03.064",68,80.108642578125,97,0,NA,230,83.878005027771
"00:00:03.076",68,80.003662109375,97,0,NA,231,83.7764196395874
"00:00:03.092",68,79.796142578125,97,0,NA,232,83.5690145492554
"00:00:03.104",68,79.5129318237305,97,0,NA,233,83.2794332504273
"00:00:03.116",68,79.1833343505859,97,0,NA,234,82.9346148967742
"00:00:03.132",68,78.8244476318359,97,0,NA,235,82.5502073764801
"00:00:03.144",68,78.4606704711914,97,0,NA,236,82.1496942043304
"00:00:03.156",68,78.1066589355469,97,0,NA,237,81.7475786209107
"00:00:03.172",68,77.7721862792969,97,0,NA,238,81.3539390563965
"00:00:03.184",68,77.4621200561523,97,0,NA,239,80.9742536544799
"00:00:03.196",68,77.1813507080078,97,0,NA,240,80.6141755580902
"00:00:03.212",68,76.9347686767578,97,0,NA,241,80.2795107364654
"00:00:03.224",68,76.7272415161133,97,0,NA,242,79.9761950969696
"00:00:03.236",68,76.5465774536133,97,0,NA,243,79.6932573318482
"00:00:03.252",68,76.3927688598633,97,0,NA,244,79.4315292835236
"00:00:03.264",68,76.2633743286133,97,0,NA,245,79.1894087791443
"00:00:03.276",68,76.1535034179688,97,0,NA,246,78.962768316269
"00:00:03.292",68,76.0582885742188,97,0,NA,247,78.7473504543305
"00:00:03.304",68,75.9777221679688,97,0,NA,248,78.5436055660248
"00:00:03.316",68,75.9118041992188,97,0,NA,249,78.3519914150239
"00:00:03.332",68,75.8580932617188,97,0,NA,250,78.1705243587494
"00:00:03.344",68,75.8190307617188,97,0,NA,251,78.0020272731782
"00:00:03.356",68,75.7872924804688,97,0,NA,252,77.8396337032319
"00:00:03.372",68,75.7579956054688,97,0,NA,253,77.6786897182465
"00:00:03.384",68,75.7262496948242,97,0,NA,254,77.5143811702728
"00:00:03.396",68,75.6920700073242,97,0,NA,255,77.3466467857361
"00:00:03.412",68,75.6627731323242,97,0,NA,256,77.182727098465
"00:00:03.424",68,75.6676559448242,97,0,NA,257,77.0520715713501
"00:00:03.436",68,75.7750854492188,97,0,NA,258,77.0241153240204
"00:00:03.452",68,76.0827026367188,97,0,NA,259,77.1997039318085
"00:00:03.464",68,76.7003860473633,97,0,NA,260,77.6949717998505
"00:00:03.476",68,77.6989364624023,97,0,NA,261,78.5904092788696
"00:00:03.492",68,79.0832366943359,97,0,NA,262,79.9028012752533
"00:00:03.504",68,80.7482986450195,97,0,NA,263,81.5392143726349
"00:00:03.516",68,82.5354385375977,97,0,NA,264,83.3497385978699
"00:00:03.532",68,84.2297973632813,97,0,NA,265,85.1233298778535
"00:00:03.544",68,85.6507186889648,97,0,NA,266,86.6764323711395
"00:00:03.556",68,86.6712417602539,97,0,NA,267,87.8735404014587
"00:00:03.572",68,87.2449798583984,97,0,NA,268,88.6557548046112
"00:00:03.584",68,87.379264831543,97,0,NA,269,89.0164453983307
"00:00:03.596",68,87.1351165771484,97,0,NA,270,89.0028991699218
"00:00:03.612",68,86.5979995727539,97,0,NA,271,88.6887545585632
"00:00:03.624",68,85.8558044433594,97,0,NA,272,88.1527469158173
"00:00:03.636",68,84.9817657470703,97,0,NA,273,87.4617021083832
"00:00:03.652",68,84.0296020507813,97,0,NA,274,86.6652185916901
"00:00:03.664",68,83.0530242919922,97,0,NA,275,85.8145658969879
"00:00:03.676",68,82.1008605957031,97,0,NA,276,84.9578092098236
"00:00:03.692",68,81.2194976806641,97,0,NA,277,84.1420981884003
"00:00:03.704",68,80.4602127075195,97,0,NA,278,83.4209225177765
"00:00:03.716",68,79.869384765625,97,0,NA,279,82.8444762229919
"00:00:03.732",68,79.4763107299805,97,0,NA,280,82.4473204612732
"00:00:03.744",68,79.2907638549805,97,0,NA,281,82.2454082965851
"00:00:03.756",68,79.2932052612305,97,0,NA,282,82.2256860733033
"00:00:03.772",68,79.4396896362305,97,0,NA,283,82.3500831127167
"00:00:03.784",68,79.6716232299805,97,0,NA,284,82.5645070075989
"00:00:03.796",68,79.930419921875,97,0,NA,285,82.8130419254303
"00:00:03.812",68,80.157470703125,97,0,NA,286,83.0379183292389
"00:00:03.824",68,80.3064041137695,97,0,NA,287,83.1917726993561
"00:00:03.836",68,80.3454666137695,97,0,NA,288,83.2404103279113
"00:00:03.852",68,80.2575759887695,97,0,NA,289,83.1633155345916
"00:00:03.864",69,80.042724609375,97,0,NA,290,82.9565134048462
"00:00:03.876",69,79.7106857299805,97,0,NA,291,82.6258096694947
"00:00:03.892",69,79.2907638549805,97,0,NA,292,82.1968467235565
"00:00:03.904",69,78.8244476318359,97,0,NA,293,81.7083668708801
"00:00:03.916",69,78.3508071899414,97,0,NA,294,81.1979904174805
"00:00:03.932",69,77.9064636230469,97,0,NA,295,80.7021095752716
"00:00:03.944",69,77.5133895874023,97,0,NA,296,80.2436125278472
"00:00:03.956",69,77.1764678955078,97,0,NA,297,79.8289842605591
"00:00:03.972",69,76.8908233642578,97,0,NA,298,79.4551043510437
"00:00:03.984",69,76.6515579223633,97,0,NA,299,79.1186771392822
"00:00:03.996",69,76.4391555786133,97,0,NA,300,78.8016359806061
"00:00:04.012",69,76.2462768554688,97,0,NA,301,78.4974808692933
"00:00:04.024",69,76.0778198242188,97,0,NA,302,78.2117199897767
"00:00:04.036",69,75.9362182617188,97,0,NA,303,77.9475502967835
"00:00:04.052",69,75.8361206054688,97,0,NA,304,77.7204594612122
"00:00:04.064",69,75.7946166992188,97,0,NA,305,77.5488343238831
"00:00:04.076",69,75.8141479492188,97,0,NA,306,77.4369473457337
"00:00:04.092",69,75.8898315429688,97,0,NA,307,77.3818230628968
"00:00:04.104",69,76.0167846679688,97,0,NA,308,77.3803334236146
"00:00:04.116",69,76.1705932617188,97,0,NA,309,77.4096665382386
"00:00:04.132",69,76.3244094848633,97,0,NA,310,77.4438138008118
"00:00:04.144",69,76.4538040161133,97,0,NA,311,77.4583461284638
"00:00:04.156",69,76.5465774536133,97,0,NA,312,77.4403009414673
"00:00:04.172",69,76.6002883911133,97,0,NA,313,77.3860924243927
"00:00:04.184",69,76.6271438598633,97,0,NA,314,77.306706905365
"00:00:04.196",69,76.6588821411133,97,0,NA,315,77.2330434322357
"00:00:04.212",69,76.7736358642578,97,0,NA,316,77.24338722229
"00:00:04.224",69,77.0885772705078,97,0,NA,317,77.4575047492981
"00:00:04.236",69,77.7379989624023,97,0,NA,318,78.015944480896
"00:00:04.252",69,78.8171234130859,97,0,NA,319,79.0243813991546
"00:00:04.264",69,80.3479080200195,97,0,NA,320,80.5182011127472
"00:00:04.276",69,82.2449035644531,97,0,NA,321,82.4260687828064
"00:00:04.292",69,84.3250198364258,97,0,NA,322,84.5763382911682
"00:00:04.304",69,86.3563003540039,97,0,NA,323,86.7427756786346
"00:00:04.316",69,88.1141357421875,97,0,NA,324,88.6992454528809
"00:00:04.332",69,89.4374008178711,97,0,NA,325,90.2760772705078
"00:00:04.344",69,90.2528457641602,97,0,NA,326,91.3864409923554
"00:00:04.356",69,90.5555801391602,97,0,NA,327,92.0095767974854
"00:00:04.372",69,90.3968887329102,97,0,NA,328,92.1807472705841
"00:00:04.384",69,89.8695373535156,97,0,NA,329,91.978298664093
"00:00:04.396",69,89.0809478759766,97,0,NA,330,91.4981322288514
"00:00:04.412",69,88.1361083984375,97,0,NA,331,90.8370723724365
"00:00:04.424",69,87.1082611083984,97,0,NA,332,90.0634784698486
"00:00:04.436",69,86.0486755371094,97,0,NA,333,89.226026058197
"00:00:04.452",69,84.9866485595703,97,0,NA,334,88.3530201911926
"00:00:04.464",69,83.9539184570313,97,0,NA,335,87.4761228561402
"00:00:04.476",69,82.9797821044922,97,0,NA,336,86.6255464553833
"00:00:04.492",69,82.1081848144531,97,0,NA,337,85.8470673561096
"00:00:04.504",69,81.3806381225586,97,0,NA,338,85.1854014396667
"00:00:04.516",69,80.8386383056641,97,0,NA,339,84.6865465641022
"00:00:04.532",70,80.4943923950195,97,0,NA,340,84.3685081005096
"00:00:04.544",70,80.3332595825195,97,0,NA,341,84.222825050354
"00:00:04.556",70,80.3161697387695,97,0,NA,342,84.2161495685577
"00:00:04.572",70,80.3991775512695,97,0,NA,343,84.3090376853943
"00:00:04.584",70,80.5236892700195,97,0,NA,344,84.4460237026214
"00:00:04.596",70,80.6433181762695,97,0,NA,345,84.5820178985595
"00:00:04.612",70,80.7141189575195,97,0,NA,346,84.672922372818
"00:00:04.624",70,80.7116775512695,97,0,NA,347,84.6927971839905
"00:00:04.636",70,80.6189041137695,97,0,NA,348,84.6222636699676
"00:00:04.652",70,80.4406814575195,97,0,NA,349,84.4633817672729
"00:00:04.664",70,80.179443359375,97,0,NA,350,84.2159149646759
"00:00:04.676",70,79.854736328125,97,0,NA,351,83.8968155384064
"00:00:04.692",70,79.4811935424805,97,0,NA,352,83.5187332630158
"00:00:04.704",70,79.0759124755859,97,0,NA,353,83.0972394943237
"00:00:04.716",70,78.6608657836914,97,0,NA,354,82.6533150672913
"00:00:04.732",70,78.2507095336914,97,0,NA,355,82.2013108730316
"00:00:04.744",70,77.8771667480469,97,0,NA,356,81.773102760315
"00:00:04.756",70,77.5671005249023,97,0,NA,357,81.3966979980468
"00:00:04.772",70,77.3424911499023,97,0,NA,358,81.09606051445
"00:00:04.784",70,77.1959991455078,97,0,NA,359,80.86652135849
"00:00:04.796",70,77.1129913330078,97,0,NA,360,80.6958885192871
"00:00:04.812",70,77.0666046142578,97,0,NA,361,80.5592827796936
"00:00:04.824",70,77.0226593017578,97,0,NA,362,80.4236688613891
"00:00:04.836",70,76.9616241455078,97,0,NA,363,80.2695918083191
"00:00:04.852",70,76.8859405517578,97,0,NA,364,80.0989589691162
"00:00:04.864",70,76.8029327392578,97,0,NA,365,79.9186367988586
"00:00:04.876",70,76.7174758911133,97,0,NA,366,79.7332715988159
"00:00:04.892",70,76.6320266723633,97,0,NA,367,79.5452435016632
"00:00:04.904",70,76.5514602661133,97,0,NA,368,79.3594279289246
"00:00:04.916",70,76.4782180786133,97,0,NA,369,79.1784188747406
"00:00:04.932",70,76.4098587036133,97,0,NA,370,79.0000038146973
"00:00:04.944",70,76.3439407348633,97,0,NA,371,78.8218939304352
"00:00:04.956",70,76.2780227661133,97,0,NA,372,78.6417241096497
"00:00:04.972",70,76.2096557617188,97,0,NA,373,78.4570453166962
"00:00:04.984",70,76.1461791992188,97,0,NA,374,78.2751204967499
"00:00:04.996",70,76.1364135742188,97,0,NA,375,78.1449229717255
"00:00:05.012",70,76.2584915161133,97,0,NA,376,78.1462638378143
"00:00:05.024",70,76.6417922973633,97,0,NA,377,78.4126424789429
"00:00:05.036",70,77.4084091186523,97,0,NA,378,79.0743153095245
"00:00:05.052",70,78.6218032836914,97,0,NA,379,80.2067222595215
"00:00:05.064",70,80.2624588012695,97,0,NA,380,81.8043091297149
"00:00:05.076",70,82.2009582519531,97,0,NA,381,83.7510104179382
"00:00:05.092",70,84.2371215820313,97,0,NA,382,85.8559536933899
"00:00:05.104",70,86.1365661621094,97,0,NA,383,87.8878083229065
