Elapsed Time,Heart Rate PulseOx1,PPG PulseOx1,SpO2 PulseOx1,BioRadio Event,
00:00:00.58,76,73.8072814941406,98,0,
00:00:00.584,76,74.5983047485352,98,0,
00:00:00.588,76,74.5983047485352,98,0,
00:00:00.592,76,74.5983047485352,98,0,
00:00:00.596,76,75.8361206054688,98,0,
00:00:00.6,76,75.8361206054688,98,0,
00:00:00.604,76,75.8361206054688,98,0,
00:00:00.608,76,77.5158309936523,98,0,
00:00:00.612,76,77.5158309936523,98,0,
00:00:00.616,76,77.5158309936523,98,0,
00:00:00.62,76,77.5158309936523,98,0,
00:00:00.624,76,79.5300216674805,98,0,
00:00:00.628,76,79.5300216674805,98,0,
00:00:00.632,76,79.5300216674805,98,0,
00:00:00.636,76,81.6955795288086,98,0,
00:00:00.64,76,81.6955795288086,98,0,
00:00:00.644,76,81.6955795288086,98,0,
00:00:00.648,76,83.8074340820313,98,0,
00:00:00.652,76,83.8074340820313,98,0,
00:00:00.656,76,83.8074340820313,98,0,
00:00:00.66,76,83.8074340820313,98,0,
00:00:00.664,76,85.6848983764648,98,0,
00:00:00.668,76,85.6848983764648,98,0,
00:00:00.672,76,85.6848983764648,98,0,
00:00:00.676,76,87.1863861083984,98,0,
00:00:00.68,76,87.1863861083984,98,0,
00:00:00.684,76,87.1863861083984,98,0,
00:00:00.688,76,88.2386474609375,98,0,
00:00:00.692,76,88.2386474609375,98,0,
00:00:00.696,76,88.2386474609375,98,0,
00:00:00.7,76,88.2386474609375,98,0,
00:00:00.704,76,88.8319244384766,98,0,
00:00:00.708,76,88.8319244384766,98,0,
00:00:00.712,76,88.8319244384766,98,0,
00:00:00.716,76,89.0028228759766,98,0,
00:00:00.72,76,89.0028228759766,98,0,
00:00:00.724,76,89.0028228759766,98,0,
00:00:00.728,76,88.8221588134766,98,0,
00:00:00.732,76,88.8221588134766,98,0,
00:00:00.736,76,88.8221588134766,98,0,
00:00:00.74,76,88.8221588134766,98,0,
00:00:00.744,76,88.375373840332,98,0,
00:00:00.748,76,88.375373840332,98,0,
00:00:00.752,76,88.375373840332,98,0,
00:00:00.756,76,87.743034362793,98,0,
00:00:00.76,76,87.743034362793,98,0,
00:00:00.764,76,87.743034362793,98,0,
00:00:00.768,76,86.9788665771484,98,0,
00:00:00.772,76,86.9788665771484,98,0,
00:00:00.776,76,86.9788665771484,98,0,
00:00:00.78,76,86.9788665771484,98,0,
00:00:00.784,76,86.1170349121094,98,0,
00:00:00.788,76,86.1170349121094,98,0,
00:00:00.792,76,86.1170349121094,98,0,
00:00:00.796,76,85.1795196533203,98,0,
00:00:00.8,76,85.1795196533203,98,0,
00:00:00.804,76,85.1795196533203,98,0,
00:00:00.808,76,84.1931762695313,98,0,
00:00:00.812,76,84.1931762695313,98,0,
00:00:00.816,76,84.1931762695313,98,0,
00:00:00.82,76,84.1931762695313,98,0,
00:00:00.824,76,83.1970672607422,98,0,
00:00:00.828,76,83.1970672607422,98,0,
00:00:00.832,76,83.1970672607422,98,0,
00:00:00.836,76,82.2400207519531,98,0,
00:00:00.84,76,82.2400207519531,98,0,
00:00:00.844,76,82.2400207519531,98,0,
00:00:00.848,76,81.3781967163086,98,0,
00:00:00.852,76,81.3781967163086,98,0,
00:00:00.856,76,81.3781967163086,98,0,
00:00:00.86,76,81.3781967163086,98,0,
00:00:00.864,76,80.6433181762695,98,0,
00:00:00.868,76,80.6433181762695,98,0,
00:00:00.872,76,80.6433181762695,98,0,
00:00:00.876,76,80.067138671875,98,0,
00:00:00.88,76,80.067138671875,98,0,
00:00:00.884,76,80.067138671875,98,0,
00:00:00.888,76,79.6472091674805,98,0,
00:00:00.892,76,79.6472091674805,98,0,
00:00:00.896,76,79.6472091674805,98,0,
00:00:00.9,76,79.6472091674805,98,0,
00:00:00.904,76,79.3640060424805,98,0,
00:00:00.908,76,79.3640060424805,98,0,
00:00:00.912,76,79.3640060424805,98,0,
00:00:00.916,76,79.1930999755859,98,0,
00:00:00.92,76,79.1930999755859,98,0,
00:00:00.924,76,79.1930999755859,98,0,
00:00:00.928,76,79.0954437255859,98,0,
00:00:00.932,76,79.0954437255859,98,0,
00:00:00.936,76,79.0954437255859,98,0,
00:00:00.94,76,79.0954437255859,98,0,
00:00:00.944,76,79.0344085693359,98,0,
00:00:00.948,76,79.0344085693359,98,0,
00:00:00.952,76,79.0344085693359,98,0,
00:00:00.956,76,78.9660491943359,98,0,
00:00:00.96,76,78.9660491943359,98,0,
00:00:00.964,76,78.9660491943359,98,0,
00:00:00.968,76,78.8659515380859,98,0,
00:00:00.972,76,78.8659515380859,98,0,
00:00:00.976,76,78.8659515380859,98,0,
00:00:00.98,76,78.8659515380859,98,0,
00:00:00.984,76,78.7145767211914,98,0,
00:00:00.988,76,78.7145767211914,98,0,
00:00:00.992,76,78.7145767211914,98,0,
00:00:00.996,76,78.5021743774414,98,0,
00:00:01,76,78.5021743774414,98,0,
00:00:01.004,76,78.5021743774414,98,0,
00:00:01.008,76,78.2311706542969,98,0,
00:00:01.012,76,78.2311706542969,98,0,
00:00:01.016,76,78.2311706542969,98,0,
00:00:01.02,76,78.2311706542969,98,0,
00:00:01.024,76,77.9137878417969,98,0,
00:00:01.028,76,77.9137878417969,98,0,
00:00:01.032,76,77.9137878417969,98,0,
00:00:01.036,76,77.5548934936523,98,0,
00:00:01.04,76,77.5548934936523,98,0,
00:00:01.044,76,77.5548934936523,98,0,
00:00:01.048,76,77.1642608642578,98,0,
00:00:01.052,76,77.1642608642578,98,0,
00:00:01.056,76,77.1642608642578,98,0,
00:00:01.06,76,77.1642608642578,98,0,
00:00:01.064,76,76.7541046142578,98,0,
00:00:01.068,76,76.7541046142578,98,0,
00:00:01.072,76,76.7541046142578,98,0,
00:00:01.076,76,76.3439407348633,98,0,
00:00:01.08,76,76.3439407348633,98,0,
00:00:01.084,76,76.3439407348633,98,0,
00:00:01.088,76,75.9435424804688,98,0,
00:00:01.092,76,75.9435424804688,98,0,
00:00:01.096,76,75.9435424804688,98,0,
00:00:01.1,76,75.9435424804688,98,0,
00:00:01.104,76,75.5651168823242,98,0,
00:00:01.108,76,75.5651168823242,98,0,
00:00:01.112,76,75.5651168823242,98,0,
00:00:01.116,76,75.2233123779297,98,0,
00:00:01.12,76,75.2233123779297,98,0,
00:00:01.124,76,75.2233123779297,98,0,
00:00:01.128,76,74.9132537841797,98,0,
00:00:01.132,76,74.9132537841797,98,0,
00:00:01.136,76,74.9132537841797,98,0,
00:00:01.14,76,74.9132537841797,98,0,
00:00:01.144,76,74.6398086547852,98,0,
00:00:01.148,76,74.6398086547852,98,0,
00:00:01.152,76,74.6398086547852,98,0,
00:00:01.156,76,74.4005508422852,98,0,
00:00:01.16,76,74.4005508422852,98,0,
00:00:01.164,76,74.4005508422852,98,0,
00:00:01.168,76,74.1954650878906,98,0,
00:00:01.172,76,74.1954650878906,98,0,
00:00:01.176,76,74.1954650878906,98,0,
00:00:01.18,76,74.1954650878906,98,0,
00:00:01.184,76,74.0221252441406,98,0,
00:00:01.188,76,74.0221252441406,98,0,
00:00:01.192,76,74.0221252441406,98,0,
00:00:01.196,76,73.8878479003906,98,0,
00:00:01.2,76,73.8878479003906,98,0,
00:00:01.204,76,73.8878479003906,98,0,
00:00:01.208,76,73.7877502441406,98,0,
00:00:01.212,76,73.7877502441406,98,0,
00:00:01.216,76,73.7877502441406,98,0,
00:00:01.22,76,73.7877502441406,98,0,
00:00:01.224,76,73.7242660522461,98,0,
00:00:01.228,76,73.7242660522461,98,0,
00:00:01.232,76,73.7242660522461,98,0,
00:00:01.236,76,73.6900863647461,98,0,
00:00:01.24,76,73.6900863647461,98,0,
00:00:01.244,76,73.6900863647461,98,0,
00:00:01.248,76,73.6754379272461,98,0,
00:00:01.252,76,73.6754379272461,98,0,
00:00:01.256,76,73.6754379272461,98,0,
00:00:01.26,76,73.6754379272461,98,0,
00:00:01.264,76,73.6803207397461,98,0,
00:00:01.268,76,73.6803207397461,98,0,
00:00:01.272,76,73.6803207397461,98,0,
00:00:01.276,76,73.6925277709961,98,0,
00:00:01.28,76,73.6925277709961,98,0,
00:00:01.284,76,73.6925277709961,98,0,
00:00:01.288,76,73.7047348022461,98,0,
00:00:01.292,76,73.7047348022461,98,0,
00:00:01.296,76,73.7047348022461,98,0,
00:00:01.3,76,73.7047348022461,98,0,
00:00:01.304,76,73.7193832397461,98,0,
00:00:01.308,76,73.7193832397461,98,0,
00:00:01.312,76,73.7193832397461,98,0,
00:00:01.316,76,73.7340316772461,98,0,
00:00:01.32,76,73.7340316772461,98,0,
00:00:01.324,76,73.7340316772461,98,0,
00:00:01.328,76,73.7511291503906,98,0,
00:00:01.332,76,73.7511291503906,98,0,
00:00:01.336,76,73.7511291503906,98,0,
00:00:01.34,76,73.7511291503906,98,0,
00:00:01.344,76,73.7731018066406,98,0,
00:00:01.348,76,73.7731018066406,98,0,
00:00:01.352,76,73.7731018066406,98,0,
00:00:01.356,76,73.7975158691406,98,0,
00:00:01.36,76,73.7975158691406,98,0,
00:00:01.364,76,73.7975158691406,98,0,
00:00:01.368,76,73.8219299316406,98,0,
00:00:01.372,76,73.8219299316406,98,0,
00:00:01.376,76,73.8219299316406,98,0,
00:00:01.38,76,73.8219299316406,98,0,
00:00:01.384,76,73.8512268066406,98,0,
00:00:01.388,76,73.8512268066406,98,0,
00:00:01.392,76,73.8512268066406,98,0,
00:00:01.396,76,73.9269104003906,98,0,
00:00:01.4,76,73.9269104003906,98,0,
00:00:01.404,76,73.9269104003906,98,0,
00:00:01.408,76,74.1466369628906,98,0,
00:00:01.412,76,74.1466369628906,98,0,
00:00:01.416,76,74.1466369628906,98,0,
00:00:01.42,76,74.1466369628906,98,0,
00:00:01.424,76,74.6398086547852,98,0,
00:00:01.428,76,74.6398086547852,98,0,
00:00:01.432,76,74.6398086547852,98,0,
00:00:01.436,76,75.5211715698242,98,0,
00:00:01.44,76,75.5211715698242,98,0,
00:00:01.444,76,75.5211715698242,98,0,
00:00:01.448,76,76.8566436767578,98,0,
00:00:01.452,76,76.8566436767578,98,0,
00:00:01.456,76,76.8566436767578,98,0,
00:00:01.46,76,76.8566436767578,98,0,
00:00:01.464,76,78.6095962524414,98,0,
00:00:01.468,76,78.6095962524414,98,0,
00:00:01.472,76,78.6095962524414,98,0,
00:00:01.476,76,80.6457595825195,98,0,
00:00:01.48,76,80.6457595825195,98,0,
00:00:01.484,76,80.6457595825195,98,0,
00:00:01.488,76,82.7624969482422,98,0,
00:00:01.492,76,82.7624969482422,98,0,
00:00:01.496,76,82.7624969482422,98,0,
00:00:01.5,76,82.7624969482422,98,0,
00:00:01.504,76,84.7547149658203,98,0,
00:00:01.508,76,84.7547149658203,98,0,
00:00:01.512,76,84.7547149658203,98,0,
00:00:01.516,76,86.4515151977539,98,0,
00:00:01.52,76,86.4515151977539,98,0,
00:00:01.524,76,86.4515151977539,98,0,
00:00:01.528,76,87.7503662109375,98,0,
00:00:01.532,76,87.7503662109375,98,0,
00:00:01.536,76,87.7503662109375,98,0,
00:00:01.54,76,87.7503662109375,98,0,
00:00:01.544,76,88.597541809082,98,0,
00:00:01.548,76,88.597541809082,98,0,
00:00:01.552,76,88.597541809082,98,0,
00:00:01.556,76,89.0028228759766,98,0,
00:00:01.56,76,89.0028228759766,98,0,
00:00:01.564,76,89.0028228759766,98,0,
00:00:01.568,76,89.0150299072266,98,0,
00:00:01.572,76,89.0150299072266,98,0,
00:00:01.576,76,89.0150299072266,98,0,
00:00:01.58,76,89.0150299072266,98,0,
00:00:01.584,76,88.707405090332,98,0,
00:00:01.588,76,88.707405090332,98,0,
00:00:01.592,76,88.707405090332,98,0,
00:00:01.596,76,88.1458740234375,98,0,
00:00:01.6,76,88.1458740234375,98,0,
00:00:01.604,76,88.1458740234375,98,0,
00:00:01.608,76,87.401237487793,98,0,
00:00:01.612,76,87.401237487793,98,0,
00:00:01.616,76,87.401237487793,98,0,
00:00:01.62,76,87.401237487793,98,0,
00:00:01.624,76,86.5271987915039,98,0,
00:00:01.628,76,86.5271987915039,98,0,
00:00:01.632,76,86.5271987915039,98,0,
00:00:01.636,76,85.5677108764648,98,0,
00:00:01.64,76,85.5677108764648,98,0,
00:00:01.644,76,85.5677108764648,98,0,
00:00:01.648,76,84.5593948364258,98,0,
00:00:01.652,76,84.5593948364258,98,0,
00:00:01.656,76,84.5593948364258,98,0,
00:00:01.66,76,84.5593948364258,98,0,
00:00:01.664,76,83.5632858276367,98,0,
00:00:01.668,76,83.5632858276367,98,0,
00:00:01.672,76,83.5632858276367,98,0,
00:00:01.676,76,82.6282119750977,98,0,
00:00:01.68,76,82.6282119750977,98,0,
00:00:01.684,76,82.6282119750977,98,0,
00:00:01.688,76,81.8078918457031,98,0,
00:00:01.692,76,81.8078918457031,98,0,
00:00:01.696,76,81.8078918457031,98,0,
00:00:01.7,76,81.8078918457031,98,0,
00:00:01.704,76,81.1389312744141,98,0,
00:00:01.708,76,81.1389312744141,98,0,
00:00:01.712,76,81.1389312744141,98,0,
00:00:01.716,77,80.6408767700195,98,0,
00:00:01.72,77,80.6408767700195,98,0,
00:00:01.724,77,80.6408767700195,98,0,
00:00:01.728,77,80.3137283325195,98,0,
00:00:01.732,77,80.3137283325195,98,0,
00:00:01.736,77,80.3137283325195,98,0,
00:00:01.74,77,80.3137283325195,98,0,
00:00:01.744,77,80.137939453125,98,0,
00:00:01.748,77,80.137939453125,98,0,
00:00:01.752,77,80.137939453125,98,0,
00:00:01.756,77,80.079345703125,98,0,
00:00:01.76,77,80.079345703125,98,0,
00:00:01.764,77,80.079345703125,98,0,
00:00:01.768,77,80.093994140625,98,0,
00:00:01.772,77,80.093994140625,98,0,
00:00:01.776,77,80.093994140625,98,0,
00:00:01.78,77,80.093994140625,98,0,
00:00:01.784,77,80.133056640625,98,0,
00:00:01.788,77,80.133056640625,98,0,
00:00:01.792,77,80.133056640625,98,0,
00:00:01.796,77,80.150146484375,98,0,
00:00:01.8,77,80.150146484375,98,0,
00:00:01.804,77,80.150146484375,98,0,
00:00:01.808,77,80.113525390625,98,0,
00:00:01.812,77,80.113525390625,98,0,
00:00:01.816,77,80.113525390625,98,0,
00:00:01.82,77,80.113525390625,98,0,
00:00:01.824,77,80.003662109375,98,0,
00:00:01.828,77,80.003662109375,98,0,
00:00:01.832,77,80.003662109375,98,0,
00:00:01.836,77,79.810791015625,98,0,
00:00:01.84,77,79.810791015625,98,0,
00:00:01.844,77,79.810791015625,98,0,
00:00:01.848,77,79.5422286987305,98,0,
00:00:01.852,77,79.5422286987305,98,0,
00:00:01.856,77,79.5422286987305,98,0,
00:00:01.86,77,79.5422286987305,98,0,
00:00:01.864,77,79.2150726318359,98,0,
00:00:01.868,77,79.2150726318359,98,0,
00:00:01.872,77,79.2150726318359,98,0,
00:00:01.876,77,78.8464202880859,98,0,
00:00:01.88,77,78.8464202880859,98,0,
00:00:01.884,77,78.8464202880859,98,0,
00:00:01.888,77,78.4557876586914,98,0,
00:00:01.892,77,78.4557876586914,98,0,
00:00:01.896,77,78.4557876586914,98,0,
00:00:01.9,77,78.4557876586914,98,0,
00:00:01.904,77,78.0602722167969,98,0,
00:00:01.908,77,78.0602722167969,98,0,
00:00:01.912,77,78.0602722167969,98,0,
00:00:01.916,77,77.6671981811523,98,0,
00:00:01.92,77,77.6671981811523,98,0,
00:00:01.924,77,77.6671981811523,98,0,
00:00:01.928,77,77.2912216186523,98,0,
00:00:01.932,77,77.2912216186523,98,0,
00:00:01.936,77,77.2912216186523,98,0,
00:00:01.94,77,77.2912216186523,98,0,
00:00:01.944,77,76.9347686767578,98,0,
00:00:01.948,77,76.9347686767578,98,0,
00:00:01.952,77,76.9347686767578,98,0,
00:00:01.956,77,76.6002883911133,98,0,
00:00:01.96,77,76.6002883911133,98,0,
00:00:01.964,77,76.6002883911133,98,0,
00:00:01.968,77,76.2926712036133,98,0,
00:00:01.972,77,76.2926712036133,98,0,
00:00:01.976,77,76.2926712036133,98,0,
00:00:01.98,77,76.2926712036133,98,0,
00:00:01.984,77,76.0143432617188,98,0,
00:00:01.988,77,76.0143432617188,98,0,
00:00:01.992,77,76.0143432617188,98,0,
00:00:01.996,77,75.7702026367188,98,0,
00:00:02,77,75.7702026367188,98,0,
00:00:02.004,77,75.7702026367188,98,0,
00:00:02.008,77,75.5626754760742,98,0,
00:00:02.012,77,75.5626754760742,98,0,
00:00:02.016,77,75.5626754760742,98,0,
00:00:02.02,77,75.5626754760742,98,0,
00:00:02.024,77,75.3917770385742,98,0,
00:00:02.028,77,75.3917770385742,98,0,
00:00:02.032,77,75.3917770385742,98,0,
00:00:02.036,77,75.2574996948242,98,0,
00:00:02.04,77,75.2574996948242,98,0,
00:00:02.044,77,75.2574996948242,98,0,
00:00:02.048,77,75.1549530029297,98,0,
00:00:02.052,77,75.1549530029297,98,0,
00:00:02.056,77,75.1549530029297,98,0,
00:00:02.06,77,75.1549530029297,98,0,
00:00:02.064,77,75.0865936279297,98,0,
00:00:02.068,77,75.0865936279297,98,0,
00:00:02.072,77,75.0865936279297,98,0,
00:00:02.076,77,75.0426483154297,98,0,
00:00:02.08,77,75.0426483154297,98,0,
00:00:02.084,77,75.0426483154297,98,0,
00:00:02.088,77,75.0206756591797,98,0,
00:00:02.092,77,75.0206756591797,98,0,
00:00:02.096,77,75.0206756591797,98,0,
00:00:02.1,77,75.0206756591797,98,0,
00:00:02.104,77,75.0157928466797,98,0,
00:00:02.108,77,75.0157928466797,98,0,
00:00:02.112,77,75.0157928466797,98,0,
00:00:02.116,77,75.0255584716797,98,0,
00:00:02.12,77,75.0255584716797,98,0,
00:00:02.124,77,75.0255584716797,98,0,
00:00:02.128,77,75.0377655029297,98,0,
00:00:02.132,77,75.0377655029297,98,0,
00:00:02.136,77,75.0377655029297,98,0,
00:00:02.14,77,75.0377655029297,98,0,
00:00:02.144,77,75.0548553466797,98,0,
00:00:02.148,77,75.0548553466797,98,0,
00:00:02.152,77,75.0548553466797,98,0,
00:00:02.156,77,75.0695037841797,98,0,
00:00:02.16,77,75.0695037841797,98,0,
00:00:02.164,77,75.0695037841797,98,0,
00:00:02.168,77,75.0841522216797,98,0,
00:00:02.172,77,75.0841522216797,98,0,
00:00:02.176,77,75.0841522216797,98,0,
00:00:02.18,77,75.0841522216797,98,0,
00:00:02.184,77,75.0939178466797,98,0,
00:00:02.188,77,75.0939178466797,98,0,
00:00:02.192,77,75.0939178466797,98,0,
00:00:02.196,77,75.1110076904297,98,0,
00:00:02.2,77,75.1110076904297,98,0,
00:00:02.204,77,75.1110076904297,98,0,
00:00:02.208,77,75.1793670654297,98,0,
00:00:02.212,77,75.1793670654297,98,0,
00:00:02.216,77,75.1793670654297,98,0,
00:00:02.22,77,75.1793670654297,98,0,
00:00:02.224,77,75.3893356323242,98,0,
00:00:02.228,77,75.3893356323242,98,0,
00:00:02.232,77,75.3893356323242,98,0,
00:00:02.236,77,75.8678588867188,98,0,
00:00:02.24,77,75.8678588867188,98,0,
00:00:02.244,77,75.8678588867188,98,0,
00:00:02.248,77,76.7321243286133,98,0,
00:00:02.252,77,76.7321243286133,98,0,
00:00:02.256,77,76.7321243286133,98,0,
00:00:02.26,77,76.7321243286133,98,0,
00:00:02.264,77,78.0382995605469,98,0,
00:00:02.268,77,78.0382995605469,98,0,
00:00:02.272,77,78.0382995605469,98,0,
00:00:02.276,77,79.754638671875,98,0,
00:00:02.28,77,79.754638671875,98,0,
00:00:02.284,77,79.754638671875,98,0,
00:00:02.288,77,81.7492904663086,98,0,
00:00:02.292,77,81.7492904663086,98,0,
00:00:02.296,77,81.7492904663086,98,0,
00:00:02.3,77,81.7492904663086,98,0,
00:00:02.304,77,83.8440551757813,98,0,
00:00:02.308,77,83.8440551757813,98,0,
00:00:02.312,77,83.8440551757813,98,0,
00:00:02.316,77,85.8362731933594,98,0,
00:00:02.32,77,85.8362731933594,98,0,
00:00:02.324,77,85.8362731933594,98,0,
00:00:02.328,77,87.559928894043,98,0,
00:00:02.332,77,87.559928894043,98,0,
00:00:02.336,77,87.559928894043,98,0,
00:00:02.34,77,87.559928894043,98,0,
00:00:02.344,77,88.9100494384766,98,0,
00:00:02.348,77,88.9100494384766,98,0,
00:00:02.352,77,88.9100494384766,98,0,
00:00:02.356,77,89.8402404785156,98,0,
00:00:02.36,77,89.8402404785156,98,0,
00:00:02.364,77,89.8402404785156,98,0,
00:00:02.368,77,90.3456192016602,98,0,
00:00:02.372,77,90.3456192016602,98,0,
00:00:02.376,77,90.3456192016602,98,0,
00:00:02.38,77,90.3456192016602,98,0,
00:00:02.384,77,90.4676895141602,98,0,
00:00:02.388,77,90.4676895141602,98,0,
00:00:02.392,77,90.4676895141602,98,0,
00:00:02.396,77,90.2650527954102,98,0,
00:00:02.4,77,90.2650527954102,98,0,
00:00:02.404,77,90.2650527954102,98,0,
00:00:02.408,77,89.8085021972656,98,0,
00:00:02.412,77,89.8085021972656,98,0,
