PPG PulseOx1, RIPResp1, Heart Rate PulseOx1, Temperature Sensor 1, RIPResp2, SpO2 PulseOx1, Pulse d(Trace)/dt, Pulse d2(Trace)/dt2, Pulse Rate (BPM), d(Pulse Rate)/dt (BPMPM), Pulse Interval (ms), Pulse RMSSD (ms), Pulse SDNN (BPM), Pulse P50 (%), Smoothed RIP Resp1, Smoothed RIP Resp2, Breathing Rate (BPM), d(Breathing Rate)/dt (BPMPM), Interval (s), Inspiration (%), d(Inspiration)/dt (%PM), Breathing RMSSD (s), Breathing SDNN (BPM)
80.81178,-0.016683027,64,24.056995,-0.010859191,98,-0.080566406,-0.11230469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0137733985,-0.007985688,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.81178,-0.016261585,64,23.94427,-0.010327511,98,-0.080566406,-0.11230469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013805683,-0.008012161,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.81178,-0.012647085,64,23.966816,-0.0067711696,98,-0.080566406,-0.11230469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01384221,-0.008042832,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.638435,-0.010814846,64,24.03445,-0.0050860494,98,-0.17334747,-0.09277344,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013867191,-0.008062926,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.638435,-0.013019666,64,23.989363,-0.0073406696,98,-0.17334747,-0.09277344,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013885242,-0.008076918,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.638435,-0.016798899,64,24.03445,-0.010955974,98,-0.17334747,-0.09277344,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013908416,-0.008096275,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.38941,-0.01640676,64,24.011908,-0.010454692,98,-0.24902344,-0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013937451,-0.008121711,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.38941,-0.012821227,64,23.94427,-0.0069269612,98,-0.24902344,-0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01397228,-0.0081528695,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.38941,-0.010933623,64,24.03445,-0.005190119,98,-0.24902344,-0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.013996035,-0.008173684,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.08667,-0.013105854,64,24.03445,-0.0074155033,98,-0.302742,-0.053726196,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014013273,-0.00818865,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.08667,-0.016884975,64,23.966816,-0.011033915,98,-0.302742,-0.053726196,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014030488,-0.0082042385,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.08667,-0.016530141,64,24.056995,-0.0105710775,98,-0.302742,-0.053726196,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0140551645,-0.008227515,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
80.08667,-0.012969911,64,23.966816,-0.007067375,98,-0.302742,-0.053726196,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014084901,-0.008255598,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.77661,-0.011040553,64,23.989363,-0.0052900314,98,-0.3100586,-0.0073242188,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014106288,-0.008275581,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.77661,-0.0131713,64,24.079538,-0.0074788705,98,-0.3100586,-0.0073242188,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014119376,-0.008288254,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.77661,-0.016965665,64,24.011908,-0.011118628,98,-0.3100586,-0.0073242188,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014135514,-0.008305197,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.51537,-0.016657434,64,23.966816,-0.010702819,98,-0.2612381,0.048828125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014160973,-0.008331545,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.51537,-0.013116807,64,24.03445,-0.0072138235,98,-0.2612381,0.048828125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0141903525,-0.008360835,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.51537,-0.011137627,64,23.966816,-0.0053879097,98,-0.2612381,0.048828125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014209767,-0.00838041,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33959,-0.013232745,64,24.03445,-0.007547781,98,-0.17578125,0.08546448,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014222056,-0.008394192,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33959,-0.017040834,64,24.03445,-0.01120884,98,-0.17578125,0.08546448,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01423709,-0.0084122345,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33959,-0.016765594,64,23.94427,-0.0108264685,98,-0.17578125,0.08546448,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014258722,-0.008436965,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33959,-0.013250805,64,23.989363,-0.0073576346,98,-0.17578125,0.08546448,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014285522,-0.008465727,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.23949,-0.011229515,64,24.011908,-0.00548885,98,-0.100105286,0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014303899,-0.008485915,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.23949,-0.013291575,64,23.989363,-0.0076186582,98,-0.100105286,0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014315665,-0.008500091,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.23949,-0.017097875,64,24.03445,-0.011282086,98,-0.100105286,0.075668335,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0143270735,-0.00851474,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.15892,-0.016862176,64,24.011908,-0.010938093,98,-0.080566406,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01434639,-0.008537064,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.15892,-0.013370499,64,23.94427,-0.0074863136,98,-0.080566406,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014370329,-0.0085628005,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.15892,-0.011317246,64,24.03445,-0.0055837333,98,-0.080566406,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014387875,-0.008581777,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.080795,-0.013337418,64,24.03445,-0.0076747164,98,-0.078125,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014397043,-0.008592988,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.080795,-0.01715552,64,23.989363,-0.011354707,98,-0.078125,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014408573,-0.008607513,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.080795,-0.016965777,64,24.056995,-0.011055596,98,-0.078125,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014429293,-0.008631013,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.080795,-0.0134969205,64,23.966816,-0.0076211393,98,-0.078125,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014454576,-0.008657979,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.00511,-0.01138477,64,24.03445,-0.0056587234,98,-0.075683594,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014468081,-0.008672977,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.00511,-0.013372578,64,24.056995,-0.0077206492,98,-0.075683594,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014475114,-0.008682163,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.00511,-0.017214127,64,23.989363,-0.011427037,98,-0.075683594,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014486834,-0.00869663,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.958725,-0.01706665,64,23.989363,-0.011167198,98,-0.04638672,0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01450701,-0.00871895,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.958725,-0.01362294,64,23.989363,-0.007750869,98,-0.04638672,0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014532213,-0.008744895,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.958725,-0.011468209,64,23.966816,-0.0057431012,98,-0.04638672,0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014548901,-0.008761771,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.95384,-0.01343029,64,24.03445,-0.0077795684,98,-0.0048828125,0.041503906,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014560443,-0.008773555,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.95384,-0.01727213,64,24.011908,-0.0114886165,98,-0.0048828125,0.041503906,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014572044,-0.008785871,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.95384,-0.017165624,64,23.966816,-0.011267491,98,-0.0048828125,0.041503906,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014591838,-0.00880593,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.95384,-0.01374536,64,24.011908,-0.007867053,98,-0.0048828125,0.041503906,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014616323,-0.008829166,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.992905,-0.0115615055,64,24.011908,-0.005827233,98,0.0390625,0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014634982,-0.008845992,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.992905,-0.013491645,64,23.989363,-0.007832766,98,0.0390625,0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014647253,-0.008856632,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
78.992905,-0.01733677,64,24.056995,-0.011546262,98,0.0390625,0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0146601815,-0.008868161,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.05882,-0.01727707,64,23.989363,-0.0113692805,98,0.06591797,0.026855469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014682471,-0.008888519,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.05882,-0.013889171,64,23.94427,-0.007995665,98,0.06591797,0.026855469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014711233,-0.008914242,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.05882,-0.011648431,64,24.079538,-0.0058969706,98,0.06591797,0.026855469,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014728618,-0.008928189,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.1638,-0.013547927,64,24.011908,-0.007872239,98,0.10498047,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014739874,-0.008936084,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.1638,-0.017412499,64,24.011908,-0.011605807,98,0.10498047,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01475502,-0.008947993,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.1638,-0.017400876,64,24.056995,-0.011474267,98,0.10498047,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014779781,-0.008968989,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.1638,-0.0140380785,64,23.966816,-0.008120567,98,0.10498047,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014809563,-0.00899397,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.28344,-0.011759654,64,23.989363,-0.0059815943,98,0.119636536,0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0148318065,-0.009010895,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.28344,-0.013632461,64,24.056995,-0.007930197,98,0.119636536,0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014848714,-0.009022486,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.28344,-0.017501794,64,23.966816,-0.011671744,98,0.119636536,0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014866573,-0.009035674,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.40063,-0.017526202,64,23.989363,-0.011574425,98,0.1171875,-0.002456665,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014891638,-0.009055706,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.40063,-0.014188126,64,23.989363,-0.008239545,98,0.1171875,-0.002456665,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0149216475,-0.009079501,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.40063,-0.011868954,64,23.966816,-0.0060585737,98,0.1171875,-0.002456665,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0149435075,-0.009094897,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.48852,-0.013716057,64,24.056995,-0.007983528,98,0.087890625,-0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.014960227,-0.009105563,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.48852,-0.017585814,64,24.011908,-0.011728719,98,0.087890625,-0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01497703,-0.009116958,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.48852,-0.017652825,64,23.966816,-0.01167389,98,0.087890625,-0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015002355,-0.009136851,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.48852,-0.014343984,64,24.03445,-0.008366078,98,0.087890625,-0.029296875,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015033527,-0.009162158,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.011979058,64,23.989363,-0.006139599,98,0.043945313,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0150555475,-0.009178363,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.013784923,64,24.011908,-0.008025102,98,0.043945313,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015069321,-0.009186678,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.017665856,64,24.079538,-0.011783659,98,0.043945313,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015085329,-0.009197666,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.537346,-0.017781325,64,23.966816,-0.01177796,98,0.0048828125,-0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015111029,-0.0092184795,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.537346,-0.014494009,64,23.94427,-0.0084903985,98,0.0048828125,-0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0151410345,-0.009243344,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.537346,-0.0120823905,64,24.03445,-0.00621897,98,0.0048828125,-0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015161701,-0.009259218,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.5227,-0.013858326,64,23.966816,-0.008076422,98,-0.0146484375,-0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015176381,-0.009269482,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.5227,-0.017747708,64,24.011908,-0.011845686,98,-0.0146484375,-0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015192752,-0.009281888,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.5227,-0.017895564,64,24.03445,-0.011872172,98,-0.0146484375,-0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0152156,-0.00930073,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.5227,-0.014636971,64,23.94427,-0.008611612,98,-0.0146484375,-0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015244192,-0.0093249725,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49828,-0.012178659,64,24.011908,-0.0062945858,98,-0.024414063,-0.009765625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015263446,-0.009340095,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49828,-0.0139320195,64,24.03445,-0.008130625,98,-0.024414063,-0.009765625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015278185,-0.009350936,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49828,-0.01782395,64,23.989363,-0.011903755,98,-0.024414063,-0.009765625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015293433,-0.00936255,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49584,-0.018012688,64,24.03445,-0.011970632,98,-0.0024414063,0.021972656,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015316858,-0.009382242,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49584,-0.014786482,64,23.966816,-0.008740112,98,-0.0024414063,0.021972656,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01534676,-0.009407942,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.49584,-0.0122823715,64,23.966816,-0.006377779,98,-0.0024414063,0.021972656,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015367502,-0.009424581,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.0139938,64,24.056995,-0.008172132,98,0.036621094,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015379858,-0.009432882,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.017894134,64,23.989363,-0.011954024,98,0.036621094,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015393895,-0.009442936,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.018126749,64,23.966816,-0.012063459,98,0.036621094,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015416707,-0.009461502,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.53246,-0.014923453,64,24.03445,-0.008853324,98,0.036621094,0.0390625,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015444102,-0.009484144,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.52514,-0.012379736,64,23.989363,-0.0064522997,98,-0.0073242188,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015463575,-0.009499048,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.52514,-0.014058016,64,23.966816,-0.008213952,98,-0.0073242188,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015476418,-0.009507412,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.52514,-0.01796168,64,24.079538,-0.011999443,98,-0.0073242188,-0.043945313,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0154899275,-0.009516495,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.45922,-0.018241905,64,23.94427,-0.01215519,98,-0.06591797,-0.05859375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015512958,-0.009534842,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.45922,-0.015064448,64,23.94427,-0.008970402,98,-0.06591797,-0.05859375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015541158,-0.009558258,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.45922,-0.012481369,64,24.03445,-0.006530732,98,-0.06591797,-0.05859375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015561484,-0.009573944,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.378654,-0.0141384825,64,23.989363,-0.008271374,98,-0.080566406,-0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015577577,-0.009585428,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.378654,-0.018046394,64,24.011908,-0.012060933,98,-0.080566406,-0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01559452,-0.009597726,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.378654,-0.018366538,64,24.056995,-0.012255661,98,-0.080566406,-0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.0156194465,-0.00961782,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.378654,-0.015208058,64,23.94427,-0.009090252,98,-0.080566406,-0.0146484375,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01564817,-0.009641791,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33227,-0.012578107,64,24.011908,-0.0066068843,98,-0.04638672,0.034179688,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015667517,-0.009657021,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33227,-0.014198452,64,24.011908,-0.008311003,98,-0.04638672,0.034179688,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01567951,-0.009664947,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.33227,-0.018113539,64,23.966816,-0.012108117,98,-0.04638672,0.034179688,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01569294,-0.009674384,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.3225,-0.018489316,64,24.011908,-0.01235877,98,-0.009765625,0.036621094,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015717495,-0.009695006,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.3225,-0.015348427,64,23.966816,-0.009209767,98,-0.009765625,0.036621094,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015745569,-0.009718909,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.3225,-0.0126741305,64,23.94427,-0.0066833273,98,-0.009765625,0.036621094,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015764773,-0.0097341975,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.344475,-0.014267452,64,24.056995,-0.008360289,98,0.021972656,0.03173828,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015778573,-0.009744055,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.344475,-0.018189646,64,24.03445,-0.012162611,98,0.021972656,0.03173828,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015793795,-0.009754953,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.344475,-0.018601768,64,23.966816,-0.012447059,98,0.021972656,0.03173828,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015816284,-0.009772611,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.344475,-0.015489645,64,24.011908,-0.009326734,98,0.021972656,0.03173828,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01584453,-0.009796004,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.38598,-0.012767337,64,23.966816,-0.0067555234,98,0.041503906,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01586317,-0.009810443,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.38598,-0.014329053,64,24.011908,-0.008399449,98,0.041503906,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01587549,-0.009818275,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.38598,-0.018260278,64,24.056995,-0.012206487,98,0.041503906,0.01953125,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015889617,-0.00982705,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.429924,-0.018715024,64,23.966816,-0.012531929,98,0.043945313,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015912268,-0.009844025,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.429924,-0.015634753,64,23.989363,-0.009443544,98,0.043945313,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.01594129,-0.009867387,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
79.429924,-0.012865081,64,23.989363,-0.0068266913,98,0.043945313,0.0024414063,59.441288,-53.906834,908.54614,50.095066,4.119711,22.222223,-0.015960839,-0.00988162,18.908205,10.3043375,4.3889666,45.53639,1.7168307,1.701054,10.055714
